District,Code,Total Population by Race,,,,,,Voting Age Population by Race,,,,,,Total Citizen Population by Race,,,,,,Citizen Voting Age Population by Race,,,,,,Total Population (Hispanics/Latinos include any race),,,,,,,Total Voting Age Population (Hispanics/Latinos include any race),,,,,,,Citizen Population (Hispanics/Latinos include any race),,,,,,,Citizen Voting Age Population (Hispanics/Latinos include any race),,,,,,
,,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi
Louisiana's 5th,LA-05,60.0,35.3,2.4,0.7,0.3,1.1,62.1,33.8,2.2,0.8,0.4,0.8,60.6,35.6,1.8,0.5,0.3,1.1,62.8,34.1,1.4,0.5,0.4,0.8,"747,720","449,005","264,160","17,940","5,570","2,600","8,450","569,690","353,940","192,370","12,285","4,295","2,145","4,660","739,320","448,005","263,360","13,335","3,770","2,520","8,330","561,945","353,010","191,570","8,115","2,650","2,070","4,535"
Louisiana's 6th,LA-06,67.5,23.7,4.5,2.2,0.4,1.8,70.0,22.2,3.9,2.3,0.4,1.1,68.9,24.1,3.1,1.5,0.4,1.8,71.8,22.7,2.4,1.5,0.4,1.1,"789,155","532,410","186,770","35,365","17,010","3,035","14,555","601,470","421,235","133,725","23,525","13,690","2,400","6,900","768,695","529,930","185,630","24,005","11,875","3,035","14,215","583,595","419,010","132,730","13,875","8,945","2,400","6,640"
Maine's 1st,ME-01,92.9,1.7,1.8,1.6,0.3,1.8,94.0,1.3,1.5,1.5,0.3,1.3,93.9,1.2,1.7,1.2,0.3,1.8,95.0,0.8,1.4,1.1,0.3,1.3,"679,025","630,870","11,410","12,150","10,530","1,975","12,085","549,925","517,070","7,220","8,420","8,275","1,615","7,315","665,775","625,175","7,725","11,205","7,945","1,935","11,785","538,715","511,990","4,550","7,570","5,945","1,595","7,065"
Maine's 2nd,ME-02,94.0,0.9,1.4,0.7,0.9,2.1,95.2,0.7,1.2,0.7,0.8,1.5,94.6,0.6,1.3,0.5,0.9,2.1,95.8,0.5,1.0,0.4,0.8,1.5,"653,790","614,730","5,605","9,270","4,660","5,750","13,765","528,230","502,685","3,765","6,090","3,780","4,180","7,735","645,615","610,625","4,115","8,515","2,980","5,715","13,655","520,830","498,695","2,720","5,410","2,220","4,150","7,640"
Maryland's 1st,MD-01,79.7,12.0,3.9,2.3,0.1,2.0,81.7,11.6,3.2,2.2,0.2,1.2,81.2,11.9,3.0,1.8,0.1,2.0,83.5,11.5,2.1,1.7,0.2,1.2,"730,440","582,470","87,375","28,600","16,480","1,040","14,475","574,585","469,700","66,435","18,185","12,640",915,"6,715","712,975","579,020","84,545","21,360","12,670","1,035","14,345","558,900","466,530","64,000","11,590","9,285",905,"6,590"
Maryland's 2nd,MD-02,50.2,34.3,6.9,5.3,0.2,2.9,54.2,32.5,5.7,5.5,0.2,1.9,52.5,34.8,5.4,4.0,0.2,3.0,57.2,32.9,3.8,3.9,0.2,1.9,"762,350","382,935","261,840","52,940","40,555","1,690","22,385","585,800","317,645","190,315","33,615","31,965","1,355","10,915","718,030","377,320","249,875","38,675","28,660","1,660","21,855","546,280","312,645","179,770","20,635","21,440","1,320","10,470"
Maryland's 3rd,MD-03,58.5,21.8,9.2,7.5,0.2,2.8,61.9,20.8,7.6,7.6,0.2,1.9,62.0,21.8,6.9,6.0,0.2,2.9,66.2,20.8,4.9,5.9,0.2,1.9,"756,295","442,480","165,030","69,535","56,800","1,410","21,040","595,680","368,485","123,990","45,430","45,535","1,170","11,075","702,105","435,615","153,385","48,690","42,470","1,410","20,530","546,550","361,975","113,785","26,800","32,190","1,170","10,630"
Maryland's 4th,MD-04,26.2,52.1,16.4,3.1,0.1,2.1,27.2,53.6,14.1,3.3,0.2,1.6,29.1,55.5,10.3,2.6,0.2,2.3,30.9,58.0,6.4,2.8,0.2,1.7,"749,035","196,135","390,075","122,745","23,085","1,020","15,975","571,970","155,370","306,805","80,855","18,940",905,"9,095","664,880","193,665","368,780","68,700","17,455","1,020","15,260","495,550","153,120","287,605","31,695","13,725",905,"8,505"
Maryland's 5th,MD-05,45.2,38.0,8.9,4.2,0.3,3.4,47.2,38.3,7.4,4.5,0.3,2.3,47.5,38.8,6.6,3.3,0.3,3.5,49.9,39.3,4.6,3.4,0.3,2.5,"760,820","344,265","288,970","67,720","31,825","2,160","25,875","589,170","278,070","225,395","43,750","26,405","1,725","13,820","717,385","340,480","278,595","47,255","23,565","2,145","25,340","550,090","274,660","216,435","25,130","18,645","1,715","13,505"
Maryland's 6th,MD-06,58.7,13.2,13.9,11.1,0.1,3.0,61.8,12.7,12.3,11.3,0.1,1.8,63.6,13.3,10.5,9.2,0.1,3.2,68.1,12.8,8.1,9.0,0.2,1.9,"765,910","449,275","101,265","106,630","84,940","1,100","22,700","586,900","362,940","74,580","71,935","66,245",855,"10,345","693,945","441,275","92,480","73,160","63,945","1,030","22,055","521,985","355,605","66,910","42,090","46,805",800,"9,770"
Maryland's 7th,MD-07,33.2,52.9,3.8,7.5,0.2,2.3,35.2,52.3,3.4,7.3,0.2,1.7,34.4,54.5,2.9,5.6,0.2,2.4,36.6,54.0,2.4,5.0,0.3,1.7,"719,950","239,260","380,805","27,495","54,325","1,615","16,455","566,800","199,265","296,470","19,145","41,190","1,350","9,375","681,660","234,290","371,255","20,065","38,335","1,590","16,125","532,105","194,825","287,490","12,525","26,865","1,340","9,065"
Maryland's 8th,MD-08,60.5,12.4,14.9,9.4,0.2,2.7,62.6,12.4,13.3,10.0,0.2,1.7,66.0,11.7,11.2,7.9,0.2,2.9,69.6,11.7,8.4,8.3,0.2,1.8,"758,635","458,760","93,810","113,245","71,545","1,155","20,115","588,350","368,015","73,000","77,975","58,620",925,"9,815","671,915","443,755","78,795","75,420","53,310","1,100","19,530","510,925","355,530","59,580","42,975","42,540",895,"9,400"
Massachusetts' 1st,MA-01,72.4,5.8,17.9,2.1,0.1,1.7,76.3,5.5,14.9,2.1,0.1,1.1,73.5,5.5,17.7,1.6,0.1,1.6,77.6,5.1,14.5,1.5,0.1,1.1,"730,960","529,375","42,110","130,720","15,540","1,030","12,185","580,550","442,990","31,720","86,345","12,295",780,"6,420","708,115","520,555","38,615","125,080","11,290","1,005","11,575","560,125","434,920","28,600","81,435","8,340",750,"6,080"
Massachusetts' 2nd,MA-02,77.6,4.9,9.7,5.7,0.2,1.9,80.2,4.4,8.3,5.6,0.2,1.2,80.7,4.2,9.1,3.9,0.2,1.9,83.8,3.6,7.6,3.6,0.2,1.2,"747,495","580,185","36,640","72,430","42,470","1,300","14,465","597,865","479,770","26,565","49,590","33,515","1,035","7,395","703,295","567,600","29,265","64,275","27,380","1,270","13,510","558,600","468,140","20,380","42,460","19,980","1,005","6,640"
Massachusetts' 3rd,MA-03,67.8,2.8,19.3,8.3,0.1,1.7,70.9,2.8,16.9,8.1,0.1,1.1,71.7,2.5,17.3,6.7,0.1,1.7,75.6,2.5,14.5,6.2,0.1,1.1,"763,935","517,950","21,565","147,080","63,610",995,"12,735","590,820","418,745","16,785","100,050","47,855",765,"6,610","702,245","503,215","17,465","121,145","47,295",995,"12,125","535,920","405,125","13,190","77,830","32,985",765,"6,025"
Massachusetts' 4th,MA-04,83.7,3.0,4.9,6.3,0.0,2.0,85.6,2.8,4.3,6.1,0.0,1.2,86.0,2.8,4.5,4.7,0.0,2.0,88.3,2.5,3.7,4.3,0.0,1.2,"754,620","631,870","23,010","37,225","47,310",340,"14,865","585,860","501,315","16,550","25,195","35,545",240,"7,015","715,105","615,055","19,985","31,975","33,580",305,"14,210","551,135","486,550","13,970","20,430","23,470",225,"6,490"
Massachusetts' 5th,MA-05,71.7,5.1,9.1,11.8,0.1,2.2,73.7,4.8,8.1,11.8,0.1,1.5,77.2,4.6,7.6,8.2,0.1,2.3,80.5,4.2,6.2,7.5,0.1,1.5,"766,240","549,310","39,380","69,685","90,570",665,"16,630","614,610","452,730","29,465","49,915","72,675",615,"9,210","668,380","515,975","30,790","50,905","54,765",535,"15,405","524,540","422,215","21,890","32,500","39,415",485,"8,030"
Massachusetts' 6th,MA-06,81.4,3.1,9.4,4.3,0.1,1.6,83.9,3.0,7.9,4.2,0.1,0.9,84.8,2.6,7.5,3.3,0.1,1.7,87.9,2.4,5.6,3.1,0.1,0.9,"767,905","625,155","24,040","72,440","33,115",835,"12,320","609,595","511,580","18,095","47,970","25,645",590,"5,715","721,700","612,020","19,070","53,880","24,035",780,"11,915","567,995","499,355","13,450","31,705","17,615",540,"5,325"
Massachusetts' 7th,MA-07,41.1,23.9,22.1,10.4,0.2,2.3,45.2,22.5,19.3,10.9,0.2,1.9,45.9,24.7,18.9,7.8,0.2,2.5,51.5,23.2,15.1,8.0,0.2,2.0,"795,850","327,205","189,945","176,170","82,430","1,415","18,680","659,965","298,030","148,505","127,635","72,130","1,205","12,465","659,840","302,740","162,950","124,600","51,595","1,385","16,575","533,335","274,615","123,940","80,425","42,660","1,175","10,525"
Massachusetts' 8th,MA-08,73.6,10.5,5.7,8.3,0.2,1.7,75.9,9.4,5.1,8.3,0.2,1.2,77.1,9.5,5.2,6.2,0.2,1.8,80.1,8.2,4.5,5.8,0.2,1.2,"764,580","562,525","80,140","43,685","63,815","1,400","13,020","614,000","465,855","57,635","31,325","51,015",990,"7,185","708,695","546,120","67,410","37,125","44,165","1,345","12,530","562,450","450,785","46,155","25,055","32,815",935,"6,705"
Massachusetts' 9th,MA-09,87.9,3.0,5.4,1.5,0.2,1.9,90.0,2.9,4.2,1.4,0.2,1.3,89.2,2.6,4.8,1.2,0.2,2.0,91.3,2.5,3.5,1.1,0.2,1.4,"738,605","649,560","22,485","39,690","11,185","1,475","14,215","597,030","537,145","17,120","24,955","8,615","1,200","7,995","709,545","632,645","18,780","33,980","8,765","1,475","13,895","570,585","521,195","14,040","19,920","6,475","1,200","7,755"
Michigan's 1st,MI-01,91.0,1.5,1.9,0.7,2.4,2.4,92.1,1.7,1.5,0.7,2.2,1.8,91.5,1.4,1.7,0.5,2.4,2.4,92.7,1.6,1.3,0.4,2.2,1.8,"699,430","636,645","10,355","13,550","5,095","16,730","17,060","568,680","523,600","9,455","8,660","4,185","12,475","10,310","692,675","633,980","10,010","11,915","3,205","16,650","16,910","562,350","521,100","9,155","7,140","2,380","12,390","10,180"
Michigan's 2nd,MI-02,78.8,6.3,9.6,2.3,0.4,2.5,82.0,6.0,7.7,2.4,0.5,1.5,81.0,6.3,8.0,1.6,0.4,2.6,84.8,5.9,5.7,1.6,0.5,1.6,"735,625","579,620","46,635","70,455","17,050","3,165","18,695","560,410","459,320","33,385","43,235","13,450","2,550","8,475","711,345","576,380","44,710","57,175","11,360","3,155","18,560","538,155","456,340","31,690","30,720","8,485","2,545","8,380"
Michigan's 3rd,MI-03,79.5,8.1,7.4,2.1,0.3,2.6,82.5,7.8,5.8,2.1,0.3,1.5,81.6,8.1,6.0,1.3,0.3,2.6,85.1,7.8,4.0,1.2,0.3,1.6,"737,910","586,520","60,135","54,700","15,465","2,255","18,830","559,770","461,595","43,520","32,580","11,630","1,780","8,665","714,060","582,740","58,190","42,780","9,480","2,255","18,610","538,605","458,220","41,980","21,440","6,665","1,780","8,525"
Michigan's 4th,MI-04,91.5,1.8,3.2,1.0,0.6,1.8,92.5,1.9,2.7,1.0,0.6,1.2,92.1,1.8,3.1,0.6,0.6,1.8,93.2,1.9,2.5,0.5,0.6,1.2,"701,140","641,665","12,695","22,440","7,315","4,530","12,500","556,280","514,485","10,845","14,800","5,810","3,495","6,840","693,280","638,585","12,440","21,300","4,190","4,505","12,270","549,245","511,725","10,640","13,750","2,990","3,475","6,665"
Michigan's 5th,MI-05,74.0,17.0,4.9,1.0,0.4,2.8,76.8,16.0,4.1,1.0,0.3,1.7,74.3,17.1,4.8,0.7,0.4,2.7,77.2,16.1,3.9,0.7,0.3,1.7,"679,545","502,835","115,420","33,550","6,525","2,450","18,760","528,590","405,855","84,805","21,605","5,305","1,820","9,215","673,295","500,410","114,950","32,290","4,785","2,435","18,430","522,910","403,585","84,380","20,385","3,840","1,805","8,915"
Michigan's 6th,MI-06,80.7,8.1,6.1,1.6,0.4,3.0,83.5,7.6,4.8,1.7,0.3,2.0,82.4,8.0,5.1,1.0,0.4,3.1,85.6,7.5,3.6,1.0,0.3,2.0,"716,505","578,530","58,155","43,780","11,725","2,615","21,700","553,665","462,450","42,275","26,660","9,580","1,870","10,825","697,540","574,570","55,970","35,625","7,290","2,580","21,500","536,350","458,850","40,230","19,140","5,630","1,850","10,650"
Michigan's 7th,MI-07,88.0,4.1,4.4,1.0,0.4,2.1,89.5,4.1,3.7,1.0,0.3,1.3,88.6,4.1,4.1,0.7,0.4,2.1,90.3,4.1,3.3,0.6,0.3,1.3,"705,520","620,660","29,145","31,250","7,215","2,510","14,735","550,645","492,800","22,790","20,405","5,590","1,820","7,240","696,885","617,695","28,785","28,555","4,730","2,470","14,655","542,745","490,090","22,480","17,910","3,305","1,780","7,175"
Michigan's 8th,MI-08,81.9,5.4,5.1,4.7,0.2,2.6,83.8,5.2,4.3,4.7,0.2,1.7,84.3,5.4,4.7,2.8,0.2,2.6,86.5,5.2,3.8,2.6,0.2,1.7,"736,080","602,955","39,975","37,580","34,545","1,580","19,445","574,570","481,575","29,900","24,890","27,285","1,265","9,655","704,830","593,985","37,980","32,815","19,815","1,565","18,665","547,280","473,560","28,375","20,805","14,125","1,255","9,165"
Michigan's 9th,MI-09,76.9,13.6,2.4,4.5,0.3,2.3,79.6,12.2,2.0,4.3,0.3,1.5,77.4,14.1,2.3,3.5,0.3,2.3,80.4,12.7,1.9,3.2,0.3,1.5,"718,680","552,705","97,925","17,035","32,190","2,395","16,435","574,055","457,225","69,870","11,640","24,800","1,835","8,685","686,500","531,420","97,115","15,575","24,020","2,295","16,080","546,065","439,175","69,135","10,295","17,340","1,735","8,390"
Michigan's 10th,MI-10,90.2,2.8,3.3,1.7,0.2,1.8,91.4,2.8,2.7,1.7,0.2,1.2,90.9,2.9,2.9,1.4,0.2,1.8,92.2,2.9,2.2,1.3,0.2,1.2,"717,175","647,110","20,160","23,465","12,425","1,220","12,785","560,390","511,995","15,945","15,240","9,380","1,020","6,805","702,595","638,830","20,085","20,030","9,810","1,180","12,655","546,835","504,395","15,870","11,900","7,000",980,"6,690"
Michigan's 11th,MI-11,79.0,5.2,3.3,10.3,0.2,2.2,80.9,5.0,2.7,9.8,0.2,1.3,82.8,5.4,2.7,6.6,0.2,2.2,85.2,5.3,2.1,5.7,0.2,1.4,"727,670","574,500","37,590","23,730","74,615","1,570","15,660","568,375","459,690","28,670","15,615","55,755","1,200","7,435","680,265","562,975","37,000","18,395","45,035","1,560","15,300","527,360","449,475","28,135","11,100","30,240","1,195","7,210"
Michigan's 12th,MI-12,74.6,10.7,5.9,5.7,0.2,3.0,76.4,10.1,5.1,6.0,0.2,2.2,76.7,11.0,5.5,3.6,0.2,3.0,79.1,10.4,4.5,3.6,0.2,2.2,"711,210","530,540","76,055","41,715","40,300","1,435","21,170","560,990","428,825","56,400","28,455","33,835","1,250","12,225","671,790","515,355","73,970","36,640","24,325","1,375","20,125","525,005","415,110","54,605","23,700","18,905","1,200","11,485"
Michigan's 13th,MI-13,34.0,54.7,7.5,1.5,0.3,1.9,36.6,53.9,6.1,1.6,0.4,1.5,34.2,56.7,5.9,0.9,0.3,2.0,37.0,56.2,4.0,0.9,0.4,1.5,"679,045","231,205","371,460","51,000","9,945","2,235","13,200","511,755","187,140","275,705","31,110","8,210","1,850","7,745","651,270","222,795","369,120","38,570","5,730","2,170","12,885","486,640","180,020","273,635","19,465","4,270","1,785","7,460"
Michigan's 14th,MI-14,31.2,56.3,4.9,5.0,0.2,2.5,33.1,55.5,4.1,5.1,0.2,2.0,31.3,58.8,3.9,3.2,0.2,2.5,33.4,58.4,2.9,3.0,0.2,2.0,"691,955","215,640","389,375","33,645","34,720","1,430","17,145","533,210","176,630","296,035","21,920","26,965","1,265","10,400","658,285","206,045","387,250","25,935","20,965","1,400","16,680","503,125","168,095","294,000","14,775","15,040","1,235","9,975"
Minnesota's 1st,MN-01,85.8,3.2,6.4,2.8,0.3,1.5,88.5,2.7,5.0,2.7,0.3,0.8,88.9,2.6,4.8,1.9,0.3,1.5,92.1,2.1,3.0,1.7,0.3,0.8,"672,650","577,360","21,265","42,885","19,090","1,725","10,325","517,065","457,785","13,705","25,845","14,030","1,345","4,355","646,525","574,545","16,865","31,100","12,320","1,720","9,970","494,575","455,530","10,475","14,945","8,190","1,340","4,095"
Minnesota's 2nd,MN-02,81.5,4.7,6.1,4.8,0.4,2.5,84.5,4.2,5.0,4.7,0.4,1.3,84.0,4.2,4.8,4.0,0.4,2.6,87.6,3.6,3.3,3.7,0.4,1.4,"698,520","569,210","32,955","42,415","33,330","2,880","17,740","522,935","441,700","21,715","25,930","24,525","2,130","6,930","673,070","565,215","28,505","32,185","26,750","2,875","17,545","499,925","438,085","17,900","16,410","18,635","2,130","6,770"
Minnesota's 3rd,MN-03,77.8,7.6,4.5,7.4,0.2,2.5,81.4,6.3,3.6,7.1,0.2,1.4,81.5,6.6,3.3,5.8,0.2,2.6,86.0,5.2,2.1,5.1,0.2,1.4,"710,380","552,670","53,965","31,870","52,710","1,425","17,745","541,345","440,700","34,255","19,310","38,460","1,040","7,580","671,010","547,070","44,080","22,340","38,695","1,415","17,405","506,585","435,555","26,220","10,425","26,040","1,030","7,315"
Minnesota's 4th,MN-04,67.0,10.0,6.7,12.5,0.5,3.3,72.3,8.6,5.5,10.9,0.5,2.1,71.0,9.6,5.5,10.0,0.5,3.4,77.0,8.1,4.0,8.2,0.5,2.1,"706,260","473,425","70,920","47,375","88,060","3,525","22,960","539,045","389,770","46,555","29,865","58,910","2,615","11,330","661,285","469,460","63,405","36,685","65,935","3,510","22,290","501,575","386,180","40,690","20,005","41,335","2,600","10,760"
Minnesota's 5th,MN-05,63.0,17.0,9.3,6.2,0.9,3.6,68.9,14.2,7.3,6.1,0.9,2.5,67.7,16.1,6.4,4.8,1.0,3.9,74.8,13.4,3.7,4.4,1.0,2.7,"707,350","445,900","119,905","65,455","43,745","6,665","25,685","559,930","385,800","79,570","40,805","34,355","5,175","14,230","649,280","439,770","104,400","41,815","31,380","6,545","25,370","508,320","380,050","67,910","18,745","22,620","5,055","13,940"
Minnesota's 6th,MN-06,89.2,3.2,2.8,2.4,0.4,2.0,91.1,2.7,2.3,2.4,0.4,1.2,90.7,2.5,2.3,2.0,0.4,2.0,92.9,1.9,1.7,1.9,0.4,1.2,"702,585","627,020","22,535","19,540","16,805","2,770","13,905","523,105","476,780","13,905","11,980","12,380","1,985","6,085","687,305","623,605","17,090","15,935","14,085","2,770","13,815","510,170","474,005","9,880","8,560","9,730","1,980","6,020"
Minnesota's 7th,MN-07,88.6,1.4,4.7,0.9,2.7,1.7,91.1,1.1,3.5,0.9,2.3,1.0,90.1,1.1,3.8,0.6,2.7,1.7,92.8,0.8,2.4,0.5,2.3,1.1,"664,940","588,925","9,170","31,520","6,280","17,865","11,180","508,290","463,070","5,650","18,030","4,690","11,510","5,335","651,160","586,525","7,055","24,705","3,985","17,845","11,050","496,635","461,070","4,220","11,900","2,690","11,490","5,260"
Minnesota's 8th,MN-08,91.8,1.0,1.8,0.8,2.5,2.2,93.2,1.0,1.4,0.8,2.2,1.4,92.1,1.0,1.6,0.6,2.5,2.2,93.7,0.9,1.2,0.6,2.2,1.4,"664,675","609,845","6,815","11,705","5,260","16,555","14,495","524,035","488,570","5,265","7,335","4,045","11,305","7,520","659,605","607,670","6,370","10,730","4,085","16,410","14,345","519,505","486,655","4,855","6,425","2,965","11,180","7,425"
Mississippi's 1st,MS-01,66.9,27.5,3.3,0.7,0.1,1.4,69.0,26.7,2.7,0.7,0.2,0.7,67.7,27.9,2.4,0.5,0.1,1.4,70.0,27.1,1.6,0.5,0.2,0.7,"760,715","509,080","209,295","25,150","5,465","1,085","10,640","578,195","399,170","154,180","15,570","4,300",900,"4,080","749,775","507,690","209,000","17,925","3,520","1,085","10,555","568,155","397,835","153,940","8,915","2,570",900,"3,995"
Mississippi's 2nd,MS-02,30.5,65.9,2.3,0.5,0.3,0.6,33.2,63.5,2.0,0.5,0.3,0.4,30.7,66.5,1.6,0.3,0.3,0.6,33.5,64.3,1.2,0.3,0.3,0.4,"711,715","217,170","468,720","16,030","3,435","2,140","4,215","533,380","177,295","338,590","10,645","2,840","1,645","2,365","703,905","215,920","468,250","11,235","2,275","2,140","4,085","526,320","176,205","338,175","6,255","1,810","1,645","2,230"
Mississippi's 3rd,MS-03,59.4,35.5,2.3,1.1,0.9,0.8,61.4,34.1,2.0,1.1,0.8,0.5,60.1,36.0,1.5,0.7,1.0,0.8,62.2,34.7,1.1,0.7,0.8,0.5,"749,200","444,995","265,755","17,250","8,350","7,095","5,755","572,770","351,670","195,330","11,590","6,565","4,545","3,065","737,400","442,855","265,390","11,050","5,285","7,090","5,730","561,985","349,595","194,980","6,085","3,745","4,540","3,045"
Mississippi's 4th,MS-04,68.8,23.4,4.2,1.5,0.4,1.8,71.1,22.2,3.6,1.6,0.4,1.1,69.7,23.7,3.3,1.1,0.3,1.8,72.3,22.5,2.5,1.1,0.4,1.1,"767,130","527,665","179,525","32,065","11,760","2,685","13,425","584,110","415,335","129,670","20,900","9,455","2,225","6,525","754,365","525,955","178,765","25,205","8,510","2,630","13,295","572,200","413,725","128,910","14,555","6,455","2,170","6,385"
Missouri's 1st,MO-01,40.8,49.8,3.6,3.1,0.2,2.5,44.9,46.7,3.1,3.4,0.2,1.7,41.7,51.2,2.6,1.8,0.2,2.5,46.2,48.2,2.0,1.8,0.2,1.7,"732,535","298,775","364,920","26,090","22,905","1,380","18,465","571,325","256,520","266,525","17,795","19,330","1,180","9,975","705,595","294,325","361,335","18,370","12,355","1,380","17,825","546,925","252,510","263,380","10,785","9,600","1,180","9,470"
Missouri's 2nd,MO-02,87.2,3.7,2.6,4.7,0.1,1.6,88.6,3.7,2.1,4.5,0.1,1.0,88.9,3.7,2.3,3.4,0.1,1.7,90.6,3.7,1.6,3.0,0.1,1.0,"763,265","665,575","27,935","20,225","35,945","1,000","12,585","597,870","529,730","21,910","12,550","26,855",830,"5,995","740,245","657,865","27,410","16,820","24,830","1,000","12,315","577,375","522,910","21,425","9,410","17,070",830,"5,730"
Missouri's 3rd,MO-03,90.9,3.4,2.5,1.0,0.3,1.8,92.1,3.3,2.1,1.0,0.3,1.2,91.7,3.3,2.1,0.7,0.3,1.8,93.0,3.2,1.6,0.6,0.3,1.2,"782,695","711,795","26,325","19,690","8,175","2,315","14,400","599,015","551,520","19,540","12,545","6,205","1,910","7,285","774,050","709,710","25,680","16,620","5,475","2,310","14,250","590,935","549,520","18,960","9,620","3,720","1,905","7,210"
Missouri's 4th,MO-04,86.6,4.6,3.9,1.7,0.5,2.7,88.0,4.7,3.2,1.8,0.5,1.8,87.8,4.5,3.4,1.0,0.5,2.7,89.4,4.6,2.7,1.0,0.5,1.7,"765,070","662,660","35,160","29,615","13,080","3,740","20,810","593,180","522,050","27,860","18,980","10,690","2,980","10,620","750,995","659,430","34,035","25,710","7,750","3,740","20,335","580,530","518,990","26,950","15,565","5,890","2,980","10,150"
Missouri's 5th,MO-05,64.0,21.9,9.0,2.1,0.4,2.6,67.8,20.6,7.3,2.1,0.4,1.7,65.9,22.3,7.2,1.6,0.4,2.7,70.2,21.1,5.1,1.5,0.4,1.7,"764,510","489,375","167,455","68,680","16,390","2,695","19,915","587,475","398,325","121,005","43,145","12,580","2,355","10,060","738,300","486,890","164,475","52,990","11,685","2,695","19,565","564,145","396,025","118,840","28,825","8,335","2,355","9,765"
Missouri's 6th,MO-06,87.9,4.2,4.0,1.3,0.3,2.3,89.4,4.2,3.3,1.4,0.4,1.3,88.8,4.0,3.6,0.9,0.3,2.3,90.5,4.1,2.9,0.9,0.4,1.3,"768,535","675,650","31,955","30,535","10,320","2,550","17,525","586,010","523,715","24,770","19,455","8,000","2,155","7,910","757,730","673,210","30,580","27,130","6,955","2,535","17,320","576,230","521,465","23,475","16,425","4,960","2,140","7,765"
Missouri's 7th,MO-07,88.3,1.9,5.0,1.4,0.9,2.5,90.2,1.8,3.9,1.4,0.9,1.8,89.8,1.8,4.0,1.0,0.9,2.5,92.0,1.7,2.6,0.9,0.9,1.8,"773,180","682,685","14,535","38,770","11,040","6,905","19,250","596,590","537,875","10,560","23,455","8,365","5,435","10,895","758,185","680,585","13,890","30,085","7,670","6,900","19,060","582,595","536,000","9,950","15,265","5,245","5,430","10,710"
Missouri's 8th,MO-08,90.5,4.6,2.1,0.7,0.4,1.7,91.6,4.3,1.6,0.8,0.5,1.2,91.1,4.6,1.9,0.3,0.4,1.7,92.3,4.3,1.4,0.3,0.5,1.2,"740,270","670,090","33,700","15,495","5,195","3,085","12,710","573,535","525,285","24,865","9,365","4,305","2,735","6,985","733,370","668,110","33,495","13,725","2,420","3,085","12,540","567,255","523,575","24,655","7,715","1,730","2,735","6,845"
Montana's At-Large,MT-AL,86.4,0.4,3.7,0.8,6.2,2.4,88.6,0.4,3.1,0.9,5.2,1.8,86.8,0.4,3.5,0.6,6.3,2.4,89.1,0.4,2.8,0.6,5.2,1.8,"1,041,730","899,650","4,445","39,020","8,625","64,660","25,335","814,140","721,320","3,535","25,055","7,205","42,190","14,830","1,031,015","894,810","3,940","36,330","6,090","64,625","25,220","804,265","716,680","3,080","22,735","4,860","42,165","14,745"
Nebraska's 1st,NE-01,81.9,2.9,9.1,2.7,1.1,2.3,85.0,2.7,7.2,2.8,0.9,1.4,84.9,2.7,7.3,1.8,1.1,2.3,88.6,2.6,4.9,1.7,0.9,1.3,"641,535","525,695","18,420","58,575","17,595","6,745","14,500","486,455","413,315","13,295","35,190","13,850","4,160","6,640","615,770","522,595","16,805","44,810","10,870","6,745","13,940","463,385","410,590","11,830","22,625","7,955","4,160","6,225"
Nebraska's 2nd,NE-02,72.9,9.6,11.2,3.4,0.3,2.5,76.8,9.0,9.0,3.4,0.3,1.6,76.7,9.6,8.8,1.9,0.4,2.6,81.6,9.1,5.8,1.6,0.4,1.6,"659,795","480,810","63,075","74,225","22,720","2,245","16,710","486,385","373,360","43,895","43,620","16,320","1,630","7,560","622,975","477,960","59,880","54,945","11,710","2,240","16,240","454,280","370,720","41,245","26,125","7,440","1,620","7,135"
Nebraska's 3rd,NE-03,84.2,1.2,11.7,0.8,0.8,1.3,87.1,1.1,9.3,0.8,0.7,0.9,86.9,1.0,9.3,0.6,0.9,1.3,90.4,0.9,6.4,0.5,0.7,0.9,"603,430","507,855","7,295","70,475","4,880","5,000","7,925","459,400","399,930","5,270","42,950","3,770","3,260","4,215","582,925","506,700","5,650","54,465","3,245","5,000","7,865","441,115","398,905","3,970","28,415","2,415","3,260","4,155"
Nevada's 1st,NV-01,30.7,11.1,45.9,9.0,0.5,2.7,35.7,10.8,40.8,10.0,0.6,2.2,36.8,13.0,38.1,8.1,0.6,3.3,45.0,13.2,29.1,9.3,0.7,2.7,"689,385","211,710","76,785","316,735","61,755","3,615","18,780","532,695","190,155","57,415","217,140","53,300","2,980","11,710","557,620","205,180","72,665","212,600","45,435","3,495","18,235","408,975","183,880","53,845","119,175","37,970","2,870","11,235"
