District,Code,Total Population by Race,,,,,,Voting Age Population by Race,,,,,,Total Citizen Population by Race,,,,,,Citizen Voting Age Population by Race,,,,,,Total Population (Hispanics/Latinos include any race),,,,,,,Total Voting Age Population (Hispanics/Latinos include any race),,,,,,,Citizen Population (Hispanics/Latinos include any race),,,,,,,Citizen Voting Age Population (Hispanics/Latinos include any race),,,,,,
,,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi
North Carolina's 8th,NC-08,62.0,22.2,9.8,2.2,1.0,2.8,65.2,21.9,7.9,2.2,1.0,1.8,63.8,22.8,7.8,1.6,1.1,2.9,67.6,22.6,5.4,1.5,1.0,1.8,"760,680","471,855","168,560","74,480","16,455","7,875","21,450","572,945","373,810","125,210","45,255","12,795","5,650","10,220","733,695","468,430","167,280","57,470","11,410","7,865","21,230","548,190","370,510","124,100","29,610","8,330","5,640","10,000"
North Carolina's 9th,NC-09,60.8,19.4,7.6,2.4,7.9,2.0,63.3,19.3,6.1,2.3,7.8,1.2,62.7,20.0,5.3,1.8,8.2,2.0,65.7,20.0,3.1,1.7,8.3,1.3,"763,890","464,320","148,255","58,070","18,020","60,155","15,070","566,215","358,230","109,245","34,385","13,145","44,375","6,845","731,475","458,365","146,465","38,425","13,130","60,125","14,960","537,200","352,840","107,630","16,655","8,985","44,345","6,740"
North Carolina's 10th,NC-10,78.4,11.9,6.2,1.6,0.3,1.6,81.2,11.4,4.8,1.4,0.3,0.9,80.3,12.2,4.2,1.3,0.3,1.6,83.5,11.7,2.4,1.1,0.3,0.9,"743,720","583,385","88,505","46,005","11,790","2,305","11,735","582,430","472,650","66,610","28,020","8,150","1,810","5,190","721,990","580,085","87,915","30,335","9,700","2,295","11,655","562,725","469,605","66,120","13,770","6,325","1,805","5,110"
North Carolina's 11th,NC-11,86.9,3.1,5.9,1.2,1.4,1.6,89.1,3.1,4.4,1.1,1.3,1.0,88.9,3.2,3.9,1.0,1.4,1.6,91.6,3.1,2.0,0.9,1.3,1.0,"743,350","645,645","23,195","43,680","8,960","10,310","11,565","597,085","532,115","18,290","26,375","6,750","7,680","5,865","721,835","642,065","23,075","27,820","7,105","10,310","11,465","577,030","528,755","18,170","11,565","5,075","7,680","5,780"
North Carolina's 12th,NC-12,40.8,36.6,14.4,5.5,0.2,2.4,44.5,35.7,12.2,5.6,0.2,1.8,44.5,39.7,9.5,3.4,0.3,2.6,49.7,39.4,5.6,3.1,0.3,2.0,"811,815","331,005","297,015","117,285","45,015","1,860","19,625","611,725","272,435","218,135","74,585","34,095","1,515","10,960","727,330","324,000","288,685","68,825","24,815","1,840","19,165","535,450","266,025","211,065","29,815","16,510","1,495","10,540"
North Carolina's 13th,NC-13,65.5,21.6,7.6,3.4,0.3,1.6,68.5,21.0,5.9,3.2,0.3,1.0,68.4,22.4,5.1,2.2,0.3,1.6,72.1,21.9,2.7,1.9,0.4,1.1,"755,695","494,840","163,500","57,190","25,740","2,510","11,910","585,875","401,415","123,255","34,540","18,775","1,950","5,940","716,695","489,865","160,280","36,415","15,830","2,505","11,800","550,790","396,920","120,635","14,980","10,450","1,945","5,865"
North Dakota's At-Large,ND-AL,86.4,2.0,3.1,1.3,5.1,2.1,88.7,1.8,2.5,1.3,4.2,1.5,87.6,1.6,2.9,0.6,5.2,2.1,90.1,1.4,2.2,0.6,4.3,1.4,"736,160","636,175","14,540","22,995","9,545","37,375","15,530","568,445","504,305","10,395","14,230","7,605","23,675","8,245","721,470","632,250","11,440","21,100","4,235","37,345","15,100","555,690","500,695","7,975","12,415","3,070","23,645","7,900"
Ohio's 1st,OH-01,69.8,21.9,2.9,3.2,0.1,2.1,72.6,20.5,2.3,3.1,0.1,1.3,71.4,22.1,2.2,2.1,0.1,2.1,74.5,20.7,1.4,1.8,0.1,1.3,"730,365","509,830","159,715","21,025","23,630",800,"15,370","551,500","400,565","112,980","12,585","17,340",660,"7,370","707,665","505,455","156,290","15,400","14,640",800,"15,075","532,175","396,730","110,345","7,615","9,660",660,"7,155"
Ohio's 2nd,OH-02,86.1,8.5,1.9,1.4,0.2,2.0,87.4,8.2,1.5,1.4,0.2,1.4,86.8,8.5,1.7,0.9,0.2,2.0,88.2,8.2,1.2,0.8,0.2,1.4,"724,850","623,965","61,680","13,720","9,960","1,165","14,360","556,810","486,375","45,860","8,345","7,650","1,035","7,535","715,415","621,120","60,580","11,940","6,390","1,150","14,240","548,460","483,860","44,875","6,640","4,620","1,020","7,435"
Ohio's 3rd,OH-03,53.5,32.5,6.3,3.7,0.2,3.9,58.1,30.1,5.0,4.0,0.2,2.7,56.5,32.7,4.5,2.1,0.2,4.1,62.0,30.3,2.7,2.0,0.2,2.8,"757,870","405,705","246,075","47,535","28,115","1,215","29,225","570,610","331,455","171,810","28,285","22,610","1,120","15,330","709,160","400,755","231,980","31,855","14,570","1,195","28,805","527,415","327,010","159,580","14,380","10,430","1,105","14,905"
Ohio's 4th,OH-04,88.3,5.1,3.5,0.9,0.2,2.1,89.8,5.1,2.8,0.9,0.2,1.2,88.8,5.1,3.3,0.5,0.2,2.1,90.4,5.1,2.5,0.5,0.2,1.2,"712,615","628,885","36,555","24,985","6,075","1,245","14,870","549,275","492,980","28,135","15,365","4,915","1,140","6,735","706,585","627,570","36,170","23,045","3,790","1,245","14,760","543,735","491,740","27,775","13,650","2,800","1,140","6,630"
Ohio's 5th,OH-05,89.6,2.8,4.8,1.4,0.1,1.4,91.0,2.8,3.9,1.3,0.1,0.8,90.2,2.8,4.5,1.0,0.1,1.4,91.7,2.8,3.7,0.9,0.1,0.8,"724,865","649,380","20,405","34,435","9,800",935,"9,905","559,845","509,405","15,590","22,035","7,470",770,"4,565","716,710","646,370","20,015","32,485","7,090",930,"9,820","552,230","506,630","15,205","20,165","4,975",765,"4,485"
Ohio's 6th,OH-06,94.6,2.2,1.1,0.5,0.2,1.4,95.2,2.3,0.9,0.5,0.2,1.0,94.9,2.2,0.9,0.3,0.2,1.4,95.5,2.3,0.7,0.3,0.2,1.0,"707,255","669,275","15,725","7,675","3,270","1,350","9,965","556,750","529,900","12,670","5,160","2,590","1,145","5,290","703,545","667,950","15,660","6,400","2,255","1,340","9,935","553,420","528,695","12,615","3,990","1,715","1,140","5,260"
Ohio's 7th,OH-07,91.2,4.0,2.1,0.6,0.1,1.9,92.6,3.7,1.8,0.7,0.1,1.2,91.7,4.0,1.8,0.5,0.1,2.0,93.2,3.7,1.3,0.4,0.1,1.2,"723,915","660,105","28,865","15,380","4,670",810,"14,085","554,260","513,025","20,705","9,715","3,695",680,"6,445","717,965","658,395","28,685","12,735","3,325",810,"14,015","548,690","511,445","20,555","7,225","2,410",680,"6,375"
Ohio's 8th,OH-08,86.7,5.9,3.3,1.8,0.1,2.2,88.6,5.6,2.5,1.8,0.1,1.3,88.1,5.8,2.5,1.2,0.1,2.2,90.3,5.5,1.6,1.1,0.1,1.4,"724,240","627,935","42,695","23,605","13,305",830,"15,875","551,415","488,805","30,665","13,765","10,135",665,"7,385","710,460","625,760","41,505","17,795","8,745",830,"15,825","539,035","486,730","29,655","8,580","6,065",665,"7,335"
Ohio's 9th,OH-09,69.2,15.5,10.8,1.4,0.2,2.9,73.3,14.5,8.8,1.5,0.2,1.7,70.0,15.7,10.4,0.9,0.2,2.9,74.3,14.7,8.3,0.9,0.2,1.6,"712,630","493,380","110,595","76,775","9,900","1,465","20,515","551,865","404,760","80,130","48,380","8,270","1,210","9,115","698,945","488,945","109,555","72,695","6,165","1,465","20,110","539,375","400,710","79,180","44,505","4,985","1,210","8,780"
Ohio's 10th,OH-10,75.4,16.9,2.6,2.2,0.2,2.8,77.6,16.2,2.2,2.2,0.2,1.6,76.4,17.1,2.2,1.4,0.2,2.7,78.8,16.4,1.7,1.4,0.1,1.5,"721,070","543,895","121,750","18,780","15,580","1,225","19,835","561,560","435,920","91,215","12,155","12,540",860,"8,870","705,675","539,145","120,600","15,765","9,730","1,180","19,260","548,110","431,800","90,150","9,390","7,470",810,"8,485"
Ohio's 11th,OH-11,37.6,53.3,4.0,2.4,0.2,2.5,41.2,50.8,3.5,2.6,0.2,1.6,37.9,54.3,3.8,1.4,0.2,2.4,41.6,52.0,3.2,1.5,0.2,1.5,"700,215","263,615","372,955","28,180","16,875","1,370","17,225","542,605","223,665","275,890","18,950","14,350","1,195","8,550","683,215","258,605","370,875","25,970","9,855","1,350","16,565","526,675","218,930","274,035","16,855","7,755","1,180","7,920"
Ohio's 12th,OH-12,86.4,4.5,2.5,3.8,0.1,2.7,88.1,4.5,2.1,3.6,0.1,1.7,88.1,4.4,2.2,2.4,0.1,2.7,90.1,4.4,1.7,2.0,0.1,1.7,"753,565","651,440","33,985","18,555","28,455",975,"20,160","572,915","504,725","25,605","11,770","20,600",765,"9,455","735,190","647,975","32,395","16,050","17,860",965,"19,940","557,080","501,770","24,480","9,470","11,335",760,"9,270"
Ohio's 13th,OH-13,81.4,11.3,3.1,1.6,0.1,2.4,83.7,10.6,2.6,1.7,0.2,1.3,82.5,11.5,2.8,0.7,0.1,2.4,85.0,10.7,2.2,0.6,0.2,1.3,"711,935","579,370","80,800","22,220","11,570","1,055","16,915","567,635","474,910","60,115","14,770","9,380",940,"7,520","696,855","574,855","79,910","19,440","4,915","1,040","16,690","554,020","470,940","59,280","12,090","3,435",925,"7,355"
Ohio's 14th,OH-14,89.4,4.3,2.6,2.0,0.1,1.5,90.9,4.1,2.0,1.9,0.1,0.9,90.3,4.3,2.3,1.4,0.1,1.6,92.0,4.2,1.6,1.3,0.1,0.9,"718,095","641,945","30,690","18,855","14,675",875,"11,050","558,810","508,045","23,080","11,245","10,875",655,"4,910","704,510","636,205","30,240","16,085","10,180",845,"10,945","546,795","502,955","22,715","8,705","6,995",625,"4,805"
Ohio's 15th,OH-15,89.7,3.8,1.9,2.4,0.1,2.1,90.6,3.9,1.6,2.4,0.1,1.4,90.9,3.8,1.6,1.5,0.1,2.1,92.0,3.8,1.3,1.4,0.1,1.4,"741,445","664,790","28,375","14,125","17,665",890,"15,605","576,585","522,115","22,480","9,110","14,010",775,"8,100","726,345","660,105","27,370","11,760","10,850",890,"15,370","563,145","518,195","21,590","7,055","7,635",775,"7,895"
Ohio's 16th,OH-16,92.1,2.2,2.1,2.1,0.1,1.3,93.1,2.0,1.8,2.1,0.1,0.8,93.0,2.2,1.9,1.5,0.1,1.3,94.0,2.0,1.6,1.4,0.1,0.8,"722,005","665,280","15,920","15,085","15,510","1,040","9,185","564,640","525,795","11,495","10,100","11,860",790,"4,605","709,785","659,805","15,480","13,705","10,850","1,040","8,910","553,770","520,670","11,145","8,855","7,855",790,"4,465"
Oklahoma's 1st,OK-01,65.6,8.5,10.6,2.6,5.2,7.4,70.1,8.1,8.4,2.6,4.9,5.9,68.6,8.7,7.6,1.8,5.5,7.8,74.0,8.4,4.5,1.6,5.2,6.2,"781,425","512,635","66,215","83,030","20,570","40,855","58,125","583,375","408,775","47,275","49,265","15,045","28,725","34,290","741,015","508,495","64,795","56,125","13,000","40,775","57,825","547,165","405,080","45,980","24,765","8,680","28,655","34,010"
Oklahoma's 2nd,OK-02,64.8,3.5,4.9,0.7,16.2,9.9,69.3,3.5,3.7,0.7,14.7,8.1,65.5,3.5,4.0,0.5,16.4,10.0,70.2,3.5,2.6,0.5,14.9,8.2,"748,895","485,545","25,945","36,430","5,365","121,485","74,130","571,480","395,855","19,995","21,110","4,010","84,100","46,420","738,850","484,265","25,720","29,465","3,940","121,395","74,065","561,960","394,630","19,780","14,540","2,645","84,010","46,360"
Oklahoma's 3rd,OK-03,74.8,3.6,9.4,1.7,5.6,4.9,77.9,3.8,7.6,1.7,5.1,3.9,76.9,3.6,7.5,1.1,5.8,5.1,80.6,3.8,5.3,1.0,5.3,4.0,"772,390","577,395","27,670","72,610","13,095","43,510","38,115","584,285","454,910","22,115","44,605","10,005","29,785","22,865","747,915","575,040","27,020","56,350","8,130","43,495","37,880","561,980","452,685","21,470","29,875","5,535","29,770","22,645"
Oklahoma's 4th,OK-04,71.7,6.6,8.2,2.4,4.7,6.5,74.9,6.4,6.8,2.5,4.4,5.0,73.0,6.6,7.3,1.7,4.8,6.6,76.5,6.5,5.6,1.7,4.5,5.1,"777,880","557,770","51,035","64,065","18,285","36,490","50,230","592,430","443,525","38,010","40,530","14,915","26,015","29,445","760,270","554,990","50,330","55,540","12,960","36,490","49,955","576,030","440,850","37,355","32,535","10,070","26,015","29,215"
Oklahoma's 5th,OK-05,58.3,13.4,15.8,3.1,4.1,5.3,63.4,13.0,12.4,3.2,4.0,4.0,62.4,14.1,11.2,2.3,4.4,5.7,68.8,13.9,6.5,2.2,4.3,4.3,"794,990","463,790","106,500","125,330","24,845","32,320","42,210","591,695","374,895","77,060","73,350","19,200","23,450","23,745","737,920","460,285","104,190","82,650","16,735","32,285","41,770","540,520","371,690","74,995","35,090","12,005","23,415","23,325"
Oregon's 1st,OR-01,72.5,1.5,14.3,7.6,0.4,3.7,76.0,1.5,11.6,7.8,0.5,2.6,77.4,1.6,10.8,5.7,0.5,4.0,82.5,1.6,7.1,5.6,0.5,2.8,"807,470","585,165","12,365","115,165","61,420","3,520","29,840","620,000","471,345","9,320","72,105","48,240","2,940","16,050","742,215","574,780","11,640","80,325","42,640","3,500","29,330","560,150","461,970","8,700","39,775","31,195","2,920","15,595"
Oregon's 2nd,OR-02,80.7,0.6,13.2,1.1,1.6,2.7,84.1,0.6,10.5,1.2,1.5,2.2,83.7,0.6,10.3,0.9,1.6,2.8,87.7,0.6,7.0,0.9,1.6,2.3,"788,710","636,795","4,505","104,265","8,990","12,505","21,645","614,690","516,955","3,435","64,320","7,225","9,220","13,530","756,525","632,985","4,305","78,290","7,075","12,480","21,390","585,425","513,325","3,295","40,735","5,555","9,210","13,295"
Oregon's 3rd,OR-03,72.1,5.0,11.0,7.3,0.6,4.1,75.7,4.6,8.8,7.4,0.6,2.9,76.0,4.9,8.5,5.8,0.6,4.3,80.3,4.6,5.7,5.8,0.6,3.1,"811,145","585,000","40,665","88,935","58,855","4,720","32,970","647,130","489,560","29,920","57,195","47,885","3,725","18,850","752,315","571,395","36,710","63,655","43,630","4,700","32,225","594,095","476,995","27,150","33,595","34,360","3,705","18,290"
Oregon's 4th,OR-04,84.8,0.7,7.4,2.5,1.1,3.5,86.9,0.7,5.9,2.6,1.1,2.7,86.9,0.7,6.1,1.6,1.1,3.6,89.5,0.7,4.3,1.6,1.1,2.8,"779,055","660,380","5,785","57,895","19,320","8,425","27,255","629,640","547,370","4,595","37,090","16,460","6,880","17,250","754,075","655,170","5,525","46,145","12,025","8,415","26,805","606,260","542,325","4,350","26,250","9,610","6,870","16,860"
Oregon's 5th,OR-05,76.0,0.9,16.2,3.1,0.8,3.0,80.2,0.9,12.7,3.1,0.7,2.4,79.9,0.9,12.6,2.6,0.8,3.2,85.3,0.9,8.0,2.5,0.8,2.5,"795,885","605,065","7,335","128,545","24,880","6,025","24,030","609,410","488,520","5,435","77,520","19,035","4,420","14,490","748,460","598,155","6,770","94,055","19,570","5,990","23,920","565,405","482,210","5,070","45,220","14,150","4,380","14,380"
Pennsylvania's 1st,PA-01,39.6,34.5,16.9,7.1,0.2,1.8,44.6,32.4,14.3,7.2,0.2,1.2,41.5,35.2,16.0,5.3,0.2,1.8,47.3,33.2,13.0,5.1,0.2,1.2,"718,735","284,420","247,740","121,765","50,755","1,345","12,715","550,775","245,815","178,705","78,550","39,925","1,010","6,760","669,210","277,485","235,310","107,380","35,655","1,305","12,070","505,845","239,135","167,865","65,665","25,975",975,"6,235"
Pennsylvania's 2nd,PA-02,29.2,57.2,5.9,5.2,0.2,2.3,32.1,55.1,5.2,5.6,0.2,1.8,29.7,58.9,5.5,3.4,0.2,2.3,32.8,56.9,4.8,3.5,0.2,1.8,"712,390","207,895","407,615","42,085","36,975","1,625","16,190","567,900","182,150","312,790","29,675","31,975","1,335","9,985","680,695","201,890","400,675","37,700","23,225","1,610","15,595","538,510","176,605","306,380","25,850","18,900","1,320","9,465"
Pennsylvania's 3rd,PA-03,90.6,4.5,2.1,1.0,0.1,1.7,92.4,4.0,1.6,0.9,0.1,0.9,91.2,4.4,2.0,0.6,0.1,1.7,93.1,4.0,1.5,0.5,0.1,0.9,"697,810","632,200","31,295","14,860","7,065",710,"11,675","550,820","509,120","22,205","9,045","5,135",525,"4,800","689,430","629,080","30,440","13,905","3,850",710,"11,445","543,995","506,430","21,655","8,200","2,530",525,"4,660"
Pennsylvania's 4th,PA-04,81.5,7.4,6.8,2.3,0.1,1.8,84.4,6.7,5.4,2.3,0.1,1.1,83.2,7.4,6.0,1.5,0.1,1.8,86.4,6.6,4.3,1.4,0.1,1.1,"717,235","584,825","52,960","49,060","16,775",550,"13,070","558,655","471,355","37,415","30,255","12,830",440,"6,360","699,170","581,925","51,470","41,710","10,650",535,"12,875","542,455","468,730","36,070","23,595","7,450",425,"6,175"
Pennsylvania's 5th,PA-05,92.6,2.4,2.0,1.8,0.1,1.2,92.6,2.7,1.9,1.9,0.2,0.8,93.9,2.2,1.7,0.9,0.1,1.1,94.1,2.5,1.6,0.8,0.2,0.7,"705,575","653,055","16,585","13,975","12,690","1,010","8,260","572,800","530,370","15,305","10,980","10,750",905,"4,490","690,975","648,690","15,280","11,880","6,215","1,010","7,895","559,550","526,620","14,165","8,980","4,745",905,"4,140"
Pennsylvania's 6th,PA-06,83.9,4.1,5.9,4.6,0.1,1.5,86.1,4.0,4.8,4.3,0.1,0.9,86.0,4.0,5.3,3.1,0.1,1.6,88.5,3.9,4.0,2.6,0.1,0.9,"722,755","606,315","29,350","42,475","32,920",495,"11,190","560,000","482,215","22,125","26,675","23,835",360,"4,790","698,575","600,490","27,760","36,915","21,825",490,"11,090","538,770","476,915","20,795","21,775","14,235",355,"4,690"
Pennsylvania's 7th,PA-07,85.0,5.4,3.3,4.8,0.1,1.5,86.3,5.3,2.9,4.6,0.0,0.9,86.7,5.4,2.7,3.7,0.1,1.5,88.3,5.3,2.2,3.4,0.0,0.9,"717,690","609,725","39,010","23,655","34,115",430,"10,760","557,350","480,715","29,695","16,050","25,745",255,"4,885","696,400","603,545","37,430","18,875","25,610",425,"10,515","538,095","475,230","28,265","11,580","18,075",250,"4,690"
Pennsylvania's 8th,PA-08,85.3,3.7,4.8,4.8,0.1,1.4,87.0,3.4,4.0,4.6,0.1,0.8,87.1,3.6,4.1,3.6,0.1,1.4,89.2,3.3,3.2,3.3,0.1,0.8,"708,465","604,060","26,255","33,835","33,689",870,"9,760","556,080","483,835","18,975","22,440","25,499",715,"4,620","685,340","597,150","24,770","28,160","24,904",750,"9,610","535,215","477,455","17,675","17,170","17,839",600,"4,480"
Pennsylvania's 9th,PA-09,93.0,2.7,2.1,0.7,0.1,1.4,94.1,2.7,1.6,0.7,0.1,0.8,93.6,2.7,1.7,0.5,0.1,1.4,94.7,2.7,1.2,0.5,0.1,0.8,"698,750","650,185","19,025","14,345","4,875",760,"9,555","555,600","522,645","14,880","8,965","3,840",560,"4,715","693,265","648,840","18,750","11,995","3,470",760,"9,455","550,530","521,370","14,605","6,860","2,510",560,"4,630"
Pennsylvania's 10th,PA-10,90.5,3.3,4.0,1.0,0.2,1.2,91.4,3.2,3.5,0.9,0.2,0.8,91.2,3.2,3.6,0.7,0.2,1.2,92.3,3.1,3.1,0.6,0.2,0.8,"701,755","635,045","22,925","27,840","6,685","1,080","8,195","558,105","510,260","17,880","19,640","5,155",960,"4,205","692,875","631,870","21,965","25,230","4,655","1,045","8,110","549,600","507,170","16,960","17,205","3,215",930,"4,130"
Pennsylvania's 11th,PA-11,86.1,4.9,5.9,1.6,0.1,1.4,88.3,4.7,4.6,1.5,0.1,0.8,87.6,4.8,4.9,1.2,0.1,1.4,90.1,4.6,3.4,1.0,0.1,0.8,"706,990","608,410","34,590","41,850","11,665",895,"9,580","564,005","497,825","26,385","26,085","8,620",705,"4,375","690,515","605,140","33,480","33,615","8,020",895,"9,365","549,425","494,845","25,395","18,810","5,495",705,"4,180"
Pennsylvania's 12th,PA-12,92.2,3.1,1.4,1.8,0.1,1.5,93.5,3.0,1.1,1.6,0.1,0.7,92.9,3.1,1.3,1.2,0.1,1.5,94.3,2.9,1.0,0.9,0.1,0.7,"702,325","647,445","21,715","9,615","12,665",380,"10,510","560,865","524,315","16,810","6,360","9,090",360,"3,930","694,225","645,145","21,175","8,770","8,320",380,"10,445","553,555","522,185","16,310","5,640","5,195",360,"3,870"
Pennsylvania's 13th,PA-13,58.6,18.6,11.8,8.9,0.1,2.0,62.5,17.0,10.1,8.9,0.1,1.4,61.8,18.9,10.3,6.9,0.1,2.0,66.6,17.3,8.2,6.5,0.1,1.4,"723,655","424,350","134,430","85,150","64,390",730,"14,600","557,010","347,985","94,740","56,400","49,445",570,"7,875","665,545","411,120","125,515","68,665","45,965",725,"13,550","504,905","336,020","87,235","41,190","32,845",560,"7,050"
Pennsylvania's 14th,PA-14,70.4,21.3,2.2,3.1,0.1,2.9,74.0,19.0,1.9,3.2,0.1,1.8,71.8,21.7,2.0,1.6,0.1,2.9,75.8,19.2,1.7,1.5,0.1,1.8,"702,800","494,460","149,975","15,335","22,055",845,"20,125","579,095","428,595","109,820","10,970","18,750",670,"10,295","680,450","488,675","147,370","13,340","10,615",800,"19,645","558,545","423,140","107,510","9,235","8,140",625,"9,895"
Pennsylvania's 15th,PA-15,76.3,4.1,15.3,2.7,0.1,1.5,79.8,3.8,12.7,2.7,0.1,0.9,78.0,4.0,14.3,2.0,0.1,1.6,82.0,3.7,11.5,1.8,0.1,0.9,"719,410","548,740","29,295","110,350","19,280",725,"11,015","563,455","449,590","21,555","71,615","14,990",640,"5,055","696,530","543,585","27,620","99,785","13,950",725,"10,855","542,795","444,940","20,070","62,230","10,015",640,"4,905"
Pennsylvania's 16th,PA-16,72.8,5.8,17.8,1.8,0.1,1.6,76.8,5.6,14.7,1.8,0.1,0.9,75.5,5.8,15.6,1.4,0.1,1.7,80.2,5.6,11.9,1.3,0.1,1.0,"722,005","525,440","42,000","128,740","13,305",810,"11,715","542,740","416,640","30,540","79,900","9,940",580,"5,145","691,925","522,465","40,015","107,630","9,565",810,"11,440","516,195","413,825","28,815","61,180","6,800",580,"4,990"
Pennsylvania's 17th,PA-17,82.6,5.5,8.4,1.9,0.1,1.5,85.5,5.0,6.7,1.8,0.1,1.0,84.1,5.4,7.5,1.3,0.1,1.5,87.2,4.9,5.6,1.2,0.1,0.9,"698,820","577,280","38,395","58,695","12,930",830,"10,695","557,185","476,180","27,825","37,235","9,900",690,"5,350","681,455","572,955","37,135","51,355","8,730",830,"10,450","541,395","472,110","26,630","30,460","6,385",690,"5,115"
Pennsylvania's 18th,PA-18,92.9,2.3,1.3,2.0,0.1,1.4,93.8,2.3,1.2,1.8,0.1,0.8,94.0,2.2,1.2,1.1,0.1,1.4,95.1,2.2,0.9,1.0,0.1,0.8,"706,815","656,485","16,035","9,540","14,155",515,"10,090","567,265","532,325","12,810","6,580","10,450",385,"4,715","694,095","652,490","15,485","8,005","7,945",505,"9,660","556,465","528,920","12,335","5,145","5,340",375,"4,350"
Rhode Island's 1st,RI-01,69.7,7.8,16.4,3.5,0.4,2.2,73.7,7.1,13.8,3.5,0.4,1.5,74.0,7.2,13.8,2.3,0.4,2.3,79.0,6.3,10.5,2.2,0.4,1.6,"529,710","369,100","41,310","87,090","18,545","2,040","11,620","419,600","309,175","29,760","58,100","14,570","1,495","6,495","486,140","359,870","34,905","66,845","11,265","2,010","11,245","380,180","300,435","24,100","39,770","8,200","1,465","6,215"
Rhode Island's 2nd,RI-02,79.5,3.6,11.7,3.2,0.4,1.6,82.2,3.5,9.7,3.1,0.4,1.2,82.5,3.4,9.6,2.4,0.4,1.6,85.7,3.3,7.2,2.2,0.4,1.2,"524,785","416,975","18,895","61,285","16,870","2,155","8,610","422,485","347,135","14,700","40,905","13,220","1,585","4,940","500,420","412,705","16,990","48,265","12,175","2,155","8,125","400,070","343,030","13,145","28,820","8,805","1,585","4,680"
South Carolina's 1st,SC-01,70.6,18.8,6.4,1.8,0.3,2.1,73.5,17.8,5.3,1.9,0.3,1.2,72.2,19.2,4.6,1.5,0.3,2.2,75.5,18.3,3.2,1.5,0.3,1.3,"731,010","516,315","137,270","46,590","13,440","1,910","15,475","569,820","418,855","101,490","29,980","10,955","1,455","7,080","707,525","510,970","136,050","32,835","10,455","1,910","15,300","548,115","413,625","100,470","17,415","8,230","1,455","6,915"
South Carolina's 2nd,SC-02,67.2,23.2,5.3,1.9,0.2,2.2,69.6,22.2,4.5,2.0,0.2,1.4,68.7,23.7,3.7,1.4,0.2,2.2,71.5,22.9,2.6,1.4,0.2,1.4,"689,145","463,210","159,595","36,305","13,315","1,620","15,100","529,420","368,630","117,695","24,040","10,335","1,175","7,545","669,715","460,250","158,835","24,740","9,330","1,620","14,940","511,795","365,840","117,025","13,330","7,040","1,175","7,385"
South Carolina's 3rd,SC-03,74.4,18.4,4.5,0.9,0.2,1.6,76.5,18.0,3.6,0.9,0.2,0.8,75.8,18.8,3.0,0.6,0.2,1.6,78.2,18.5,1.8,0.6,0.2,0.8,"672,525","500,440","123,880","30,245","6,135","1,250","10,580","525,085","401,535","94,670","18,850","4,780","1,050","4,200","656,220","497,400","123,520","19,590","4,070","1,235","10,405","510,445","398,925","94,310","9,195","2,865","1,035","4,120"
South Carolina's 4th,SC-04,69.0,18.9,8.1,2.4,0.2,1.4,71.6,18.3,6.7,2.3,0.2,0.9,71.4,19.8,5.4,1.8,0.2,1.5,74.6,19.2,3.4,1.6,0.2,1.0,"697,850","481,480","132,195","56,380","16,610","1,205","9,975","533,650","382,020","97,455","36,005","12,345",975,"4,855","665,895","475,145","131,645","36,055","12,005","1,165","9,875","504,180","376,250","96,925","17,095","8,190",935,"4,790"
South Carolina's 5th,SC-05,65.7,26.7,4.2,1.1,0.4,1.9,67.8,26.2,3.4,1.1,0.3,1.1,66.5,27.2,3.2,0.8,0.4,1.9,68.8,26.7,2.3,0.8,0.4,1.1,"687,475","451,365","183,685","28,995","7,475","2,715","13,250","525,165","356,215","137,535","18,065","5,730","1,830","5,790","674,325","448,090","183,190","21,630","5,590","2,715","13,110","513,415","353,170","137,130","11,570","4,035","1,830","5,675"
South Carolina's 6th,SC-06,35.7,56.7,4.7,1.2,0.2,1.5,38.7,54.7,3.9,1.2,0.3,1.2,36.4,58.1,3.1,0.7,0.3,1.5,39.6,56.3,2.0,0.7,0.3,1.2,"667,170","237,990","378,345","31,510","7,690","1,650","9,995","523,125","202,250","286,410","20,480","6,230","1,415","6,335","649,245","236,170","377,095","20,220","4,470","1,650","9,640","506,565","200,500","285,230","10,055","3,305","1,415","6,055"
South Carolina's 7th,SC-07,64.0,28.8,4.1,1.0,0.6,1.5,67.1,27.2,3.4,1.0,0.5,0.8,65.1,29.4,2.7,0.7,0.6,1.5,68.4,27.9,1.7,0.7,0.6,0.8,"689,425","441,400","198,860","28,340","6,785","3,935","10,105","542,555","363,885","147,670","18,430","5,360","2,960","4,250","671,790","437,160","197,765","18,025","4,855","3,935","10,050","526,315","359,930","146,640","9,000","3,595","2,960","4,190"
