District,Code,Total Population by Race,,,,,,Voting Age Population by Race,,,,,,Total Citizen Population by Race,,,,,,Citizen Voting Age Population by Race,,,,,,Total Population (Hispanics/Latinos include any race),,,,,,,Total Voting Age Population (Hispanics/Latinos include any race),,,,,,,Citizen Population (Hispanics/Latinos include any race),,,,,,,Citizen Voting Age Population (Hispanics/Latinos include any race),,,,,,
,,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi
North Dakota's At-Large,ND-AL,84.6,2.9,3.7,1.6,5.1,2.2,87.0,2.6,3.1,1.6,4.2,1.5,86.1,2.2,3.5,0.8,5.2,2.2,88.8,1.9,2.8,0.8,4.3,1.5,"756,715","640,000","21,595","28,315","11,825","38,485","16,495","580,975","505,180","15,230","17,895","9,475","24,450","8,745","738,300","635,705","16,520","25,885","5,710","38,420","16,060","564,485","501,110","10,740","15,570","4,270","24,390","8,405"
Ohio's 1st,OH-01,68.8,21.5,3.3,3.7,0.1,2.7,71.8,20.3,2.5,3.7,0.1,1.6,70.6,21.8,2.5,2.3,0.1,2.7,74.0,20.6,1.7,2.0,0.1,1.7,"742,015","510,650","159,210","24,275","27,515",545,"19,820","563,095","404,285","114,210","14,335","20,645",345,"9,275","716,930","506,445","155,940","17,600","16,770",545,"19,630","541,385","400,500","111,440","9,010","10,955",345,"9,135"
Ohio's 2nd,OH-02,85.2,8.6,2.1,1.6,0.2,2.3,86.5,8.5,1.7,1.6,0.2,1.5,86.1,8.6,1.9,1.0,0.2,2.3,87.5,8.5,1.3,1.0,0.2,1.5,"728,705","621,075","62,645","15,505","11,510","1,115","16,855","563,550","487,520","47,945","9,545","9,035","1,005","8,500","718,365","618,695","61,785","13,305","7,115","1,095","16,370","554,470","485,360","47,130","7,370","5,325",990,"8,295"
Ohio's 3rd,OH-03,50.7,33.7,7.0,4.4,0.2,4.0,55.5,31.2,5.5,4.7,0.2,2.9,53.7,33.9,5.3,2.7,0.2,4.2,59.4,31.3,3.4,2.7,0.2,3.0,"790,140","400,650","266,625","55,565","34,735","1,300","31,265","595,265","330,135","185,860","32,960","27,970","1,215","17,125","737,200","396,055","249,615","39,425","19,975","1,290","30,840","548,465","325,885","171,605","18,430","14,625","1,205","16,715"
Ohio's 4th,OH-04,87.5,5.1,3.9,1.0,0.2,2.2,89.0,5.2,3.2,1.1,0.2,1.3,88.1,5.1,3.6,0.7,0.2,2.3,89.7,5.2,2.9,0.6,0.2,1.3,"711,000","622,150","36,535","27,415","7,385","1,525","15,990","551,705","490,970","28,595","17,550","5,925","1,310","7,355","703,980","620,310","36,090","25,490","4,660","1,525","15,905","545,225","489,305","28,195","15,740","3,395","1,310","7,280"
Ohio's 5th,OH-05,88.5,2.9,5.4,1.4,0.1,1.7,89.9,3.0,4.5,1.4,0.1,1.0,89.3,2.9,5.1,0.9,0.1,1.7,90.9,2.9,4.1,0.8,0.1,1.0,"722,910","639,430","21,065","38,900","10,235",845,"12,435","560,755","504,265","16,640","25,470","7,955",795,"5,630","713,300","636,800","20,660","36,125","6,575",830,"12,310","551,950","501,970","16,260","22,875","4,565",775,"5,505"
Ohio's 6th,OH-06,94.4,2.2,1.2,0.5,0.2,1.7,94.9,2.3,1.0,0.5,0.2,1.1,94.6,2.2,1.1,0.3,0.2,1.7,95.2,2.3,0.9,0.3,0.2,1.1,"696,110","656,915","15,155","8,195","3,205","1,090","11,550","550,775","522,905","12,645","5,450","2,670",910,"6,195","693,010","655,900","15,060","7,350","2,090","1,070","11,540","548,060","522,015","12,560","4,725","1,685",895,"6,180"
Ohio's 7th,OH-07,90.8,4.0,2.4,0.7,0.1,2.0,92.3,3.7,2.0,0.7,0.1,1.2,91.3,4.0,2.1,0.5,0.1,2.0,92.8,3.7,1.6,0.5,0.1,1.2,"727,520","660,490","29,150","17,790","4,960",890,"14,240","558,515","515,250","20,845","11,050","3,765",810,"6,795","722,095","659,080","29,015","15,250","3,630",880,"14,240","553,530","513,945","20,710","8,695","2,585",800,"6,795"
Ohio's 8th,OH-08,85.6,6.0,3.5,2.2,0.1,2.5,87.5,5.9,2.7,2.2,0.2,1.5,87.1,5.9,2.8,1.5,0.1,2.6,89.5,5.7,1.8,1.4,0.2,1.5,"729,575","624,315","44,085","25,880","15,725","1,010","18,560","558,515","488,935","32,965","15,175","12,420",860,"8,160","714,295","622,470","42,040","19,865","10,430","1,010","18,480","544,350","487,215","31,140","9,580","7,445",860,"8,110"
Ohio's 9th,OH-09,67.9,15.8,11.2,1.6,0.2,3.2,72.2,14.6,9.4,1.7,0.2,1.9,68.7,16.0,10.9,1.0,0.2,3.2,73.2,14.7,8.9,1.0,0.2,1.9,"706,915","479,765","112,025","79,340","11,495","1,630","22,660","549,020","396,320","79,965","51,650","9,490","1,365","10,230","691,030","474,420","110,320","75,300","7,040","1,595","22,355","535,155","391,810","78,610","47,840","5,550","1,335","10,010"
Ohio's 10th,OH-10,74.6,16.6,2.9,2.4,0.2,3.3,76.8,16.1,2.4,2.4,0.2,2.0,75.9,16.7,2.4,1.5,0.2,3.3,78.3,16.2,1.8,1.5,0.2,2.0,"722,025","538,875","120,100","21,270","17,075","1,180","23,525","564,075","433,300","90,920","13,810","13,600",890,"11,555","704,965","535,045","117,925","16,975","10,910","1,180","22,930","548,890","429,825","88,980","10,080","8,075",890,"11,040"
Ohio's 11th,OH-11,37.3,52.7,4.5,2.6,0.2,2.7,40.6,50.7,4.0,2.8,0.2,1.7,37.7,53.8,4.2,1.5,0.2,2.7,41.1,51.9,3.6,1.5,0.2,1.7,"689,575","257,340","363,500","31,360","17,945","1,105","18,325","540,445","219,255","274,030","21,510","15,230","1,005","9,415","671,790","252,950","361,240","28,520","9,940","1,100","18,040","524,170","215,230","272,155","18,840","7,815","1,000","9,130"
Ohio's 12th,OH-12,85.3,4.7,2.5,4.7,0.1,2.7,86.6,4.9,2.1,4.5,0.1,1.7,87.3,4.7,2.3,2.9,0.1,2.7,89.0,4.8,1.9,2.5,0.1,1.7,"781,470","666,715","37,085","19,185","36,555","1,125","20,805","599,850","519,700","29,180","12,790","27,195",715,"10,270","758,605","662,430","35,530","17,260","21,645","1,125","20,615","580,200","516,095","27,990","11,010","14,265",715,"10,125"
Ohio's 13th,OH-13,80.4,11.5,3.3,1.9,0.2,2.7,82.7,10.7,2.8,1.9,0.2,1.6,81.4,11.6,3.2,1.0,0.2,2.7,84.0,10.8,2.6,0.9,0.2,1.5,"708,540","569,415","81,585","23,625","13,730","1,100","19,085","568,200","470,150","60,925","16,190","10,980",945,"9,010","694,880","565,920","80,805","21,900","6,685","1,100","18,470","556,230","467,235","60,225","14,590","4,730",945,"8,505"
Ohio's 14th,OH-14,88.4,4.7,3.0,2.2,0.1,1.6,89.9,4.5,2.3,2.1,0.1,1.0,89.4,4.7,2.5,1.6,0.1,1.6,91.1,4.6,1.8,1.4,0.1,1.0,"716,940","634,085","33,385","21,170","15,695","1,005","11,600","563,565","506,780","25,540","13,080","12,045",700,"5,420","703,150","628,915","32,970","17,875","10,960","1,005","11,425","551,265","502,360","25,165","10,090","7,705",700,"5,245"
Ohio's 15th,OH-15,88.5,4.3,2.2,2.5,0.1,2.3,89.6,4.4,1.8,2.5,0.1,1.6,89.8,4.3,1.9,1.6,0.1,2.3,91.0,4.3,1.5,1.5,0.1,1.6,"761,670","674,455","33,075","16,600","18,950",930,"17,660","596,225","534,095","26,010","10,525","15,115",780,"9,700","746,275","670,120","31,805","14,345","11,755",930,"17,320","582,345","530,110","24,905","8,535","8,595",780,"9,420"
Ohio's 16th,OH-16,91.3,2.2,2.4,2.4,0.1,1.7,92.2,2.1,2.1,2.3,0.1,1.1,92.2,2.1,2.2,1.6,0.1,1.7,93.2,2.1,1.8,1.6,0.1,1.1,"720,290","657,320","15,570","17,340","16,935",920,"12,205","566,810","522,655","12,125","11,765","13,300",685,"6,280","707,320","651,860","15,180","15,675","11,625",915,"12,065","555,215","517,595","11,770","10,255","8,755",680,"6,160"
Oklahoma's 1st,OK-01,64.2,8.6,11.4,3.1,5.6,7.1,68.5,8.2,9.2,3.1,5.4,5.6,67.1,8.9,8.6,2.2,5.8,7.5,72.4,8.5,5.4,2.0,5.7,6.0,"801,845","514,395","69,100","91,800","25,125","44,510","56,915","600,870","411,550","49,525","55,150","18,495","32,385","33,765","760,250","510,055","67,465","65,050","16,540","44,445","56,695","563,360","407,710","48,095","30,505","11,180","32,320","33,550"
Oklahoma's 2nd,OK-02,63.8,3.3,5.4,0.8,16.7,10.0,68.0,3.4,4.1,0.8,15.4,8.2,64.6,3.3,4.4,0.6,17.0,10.1,69.1,3.4,2.9,0.6,15.7,8.3,"748,850","477,745","24,440","40,290","6,325","125,270","74,780","572,900","389,760","19,495","23,580","4,735","88,475","46,855","738,005","476,615","24,350","32,555","4,520","125,240","74,725","562,660","388,695","19,410","16,180","3,120","88,445","46,810"
Oklahoma's 3rd,OK-03,73.7,3.6,10.1,1.7,5.6,5.3,76.7,3.8,8.4,1.9,5.3,4.1,75.9,3.6,8.2,1.0,5.8,5.4,79.6,3.8,5.9,1.0,5.5,4.2,"778,165","573,435","27,675","78,855","13,400","43,885","40,915","590,265","452,580","22,175","49,495","10,920","31,150","23,945","751,345","570,500","27,180","61,375","7,740","43,870","40,680","565,330","449,770","21,685","33,115","5,905","31,135","23,720"
Oklahoma's 4th,OK-04,70.4,6.7,8.8,2.5,5.0,6.7,73.3,6.6,7.4,2.6,4.7,5.4,71.6,6.7,7.9,1.9,5.1,6.9,74.9,6.7,6.2,1.9,4.8,5.5,"786,720","553,565","52,615","68,950","19,320","39,170","53,100","603,250","442,210","40,080","44,490","15,770","28,295","32,405","768,855","550,495","51,620","60,470","14,330","39,170","52,770","586,605","439,405","39,165","36,445","11,160","28,295","32,135"
Oklahoma's 5th,OK-05,57.1,13.2,16.9,3.3,4.0,5.5,62.0,12.9,13.4,3.5,4.0,4.3,60.6,13.9,12.9,2.4,4.3,5.8,66.8,13.7,8.1,2.5,4.3,4.6,"817,285","466,540","108,280","138,010","26,700","33,015","44,740","608,620","377,070","78,635","81,275","21,280","24,330","26,030","763,840","463,230","105,930","98,805","18,670","33,005","44,200","559,345","373,885","76,455","45,330","13,765","24,320","25,590"
Oregon's 1st,OR-01,70.6,1.7,14.8,8.5,0.4,3.9,73.9,1.8,12.3,8.9,0.4,2.8,75.2,1.7,12.1,6.4,0.4,4.2,79.8,1.7,8.7,6.3,0.5,3.0,"842,950","595,320","14,635","124,390","72,035","3,420","33,150","655,395","484,205","11,480","80,300","58,025","2,925","18,460","776,855","584,455","12,990","93,785","49,595","3,420","32,610","594,980","474,765","10,135","51,660","37,555","2,925","17,940"
Oregon's 2nd,OR-02,79.8,0.6,13.9,1.3,1.8,2.6,83.0,0.6,11.2,1.4,1.7,2.1,82.5,0.6,11.3,1.1,1.8,2.7,86.4,0.6,7.9,1.1,1.8,2.2,"817,795","652,500","5,300","113,450","10,895","14,510","21,140","641,330","532,415","3,950","71,615","8,980","10,775","13,595","786,895","648,875","5,065","89,060","8,385","14,490","21,020","612,015","528,970","3,735","48,485","6,585","10,755","13,485"
Oregon's 3rd,OR-03,70.9,4.9,11.4,7.9,0.7,4.3,74.0,4.6,9.5,8.1,0.7,3.1,74.3,4.9,9.1,6.4,0.7,4.5,78.2,4.6,6.7,6.4,0.7,3.3,"837,550","593,545","41,300","95,215","66,060","5,755","35,675","674,170","499,100","30,790","63,860","54,665","4,595","21,160","781,675","581,110","38,340","71,380","50,135","5,700","35,010","623,370","487,705","28,585","41,770","40,130","4,540","20,640"
Oregon's 4th,OR-04,83.7,0.8,8.0,2.6,0.9,4.0,85.7,0.8,6.5,2.8,0.9,3.3,85.8,0.8,6.9,1.6,0.9,4.0,88.2,0.7,5.2,1.7,1.0,3.3,"803,190","672,185","6,270","64,410","20,850","7,400","32,075","651,845","558,780","4,975","42,695","18,055","6,030","21,310","778,160","667,330","5,840","53,335","12,775","7,380","31,500","628,480","554,150","4,565","32,450","10,470","6,010","20,835"
Oregon's 5th,OR-05,74.7,1.0,16.9,3.2,0.9,3.4,78.7,1.0,13.7,3.2,0.8,2.6,78.5,1.0,13.6,2.6,0.9,3.5,83.6,1.0,9.3,2.5,0.9,2.8,"828,320","619,100","8,165","139,755","26,325","7,055","27,920","639,125","502,965","6,150","87,315","20,720","5,110","16,865","781,620","613,430","7,505","106,175","19,960","7,040","27,510","595,185","497,630","5,665","55,250","15,025","5,095","16,520"
Pennsylvania's 1st,PA-01,82.8,4.0,5.4,6.0,0.1,1.6,84.7,3.7,4.6,5.9,0.1,1.0,85.0,3.9,4.6,4.8,0.1,1.6,87.3,3.6,3.5,4.5,0.1,1.0,"709,815","587,835","28,410","38,390","42,710","1,015","11,455","562,955","476,770","20,915","25,635","33,425",815,"5,395","682,590","580,220","26,500","31,305","32,515",815,"11,235","538,275","469,900","19,195","19,085","24,270",615,"5,210"
Pennsylvania's 2nd,PA-02,38.5,25.9,25.6,7.8,0.2,2.0,42.8,24.7,22.5,8.3,0.2,1.6,39.8,26.8,24.9,6.3,0.2,2.0,45.0,25.8,21.2,6.3,0.2,1.5,"737,500","283,885","190,945","188,840","57,850","1,315","14,665","552,395","236,565","136,435","124,050","45,830",930,"8,585","676,150","269,415","181,495","168,145","42,360","1,315","13,420","499,005","224,490","128,780","105,565","31,600",930,"7,640"
Pennsylvania's 3rd,PA-03,30.5,56.3,4.7,6.0,0.2,2.3,33.7,53.4,4.4,6.4,0.2,1.8,31.0,57.9,4.3,4.2,0.2,2.4,34.5,55.2,3.9,4.3,0.2,1.8,"722,875","220,145","406,715","34,225","43,225","1,690","16,875","589,675","198,710","315,140","25,960","37,710","1,395","10,760","687,535","213,310","397,855","29,545","28,940","1,660","16,225","556,845","192,350","307,215","21,745","24,005","1,360","10,170"
Pennsylvania's 4th,PA-04,76.7,9.4,5.0,6.6,0.1,2.2,78.8,9.2,4.1,6.5,0.1,1.3,79.2,9.5,4.2,4.8,0.1,2.2,81.8,9.4,3.1,4.4,0.1,1.3,"726,965","557,790","68,520","36,635","47,850",440,"15,730","569,460","448,990","52,600","23,465","36,775",395,"7,235","697,420","552,175","66,425","29,600","33,305",420,"15,495","542,745","444,045","50,750","16,815","23,735",375,"7,025"
Pennsylvania's 5th,PA-05,62.4,24.0,4.4,7.0,0.1,2.1,65.6,22.3,3.7,6.9,0.1,1.2,65.1,23.7,3.9,5.1,0.1,2.1,69.0,21.9,3.1,4.7,0.1,1.3,"716,430","447,000","172,155","31,430","50,010","1,065","14,770","557,240","365,745","124,425","20,840","38,590",750,"6,890","677,015","440,895","160,260","26,345","34,240",980,"14,295","521,875","360,050","114,100","16,105","24,425",660,"6,535"
Pennsylvania's 6th,PA-06,72.8,5.7,15.3,4.4,0.1,1.8,76.2,5.8,12.7,4.2,0.1,1.1,76.2,5.8,13.0,3.1,0.1,1.9,80.5,5.9,9.8,2.6,0.1,1.2,"728,610","530,110","41,475","111,545","31,770",665,"13,045","557,425","424,555","32,120","70,885","23,270",485,"6,110","688,125","524,485","39,835","89,320","20,995",610,"12,880","521,260","419,465","30,670","51,070","13,610",435,"6,010"
Pennsylvania's 7th,PA-07,70.0,5.9,18.9,3.2,0.1,1.9,74.1,5.5,16.0,3.1,0.1,1.2,72.1,5.8,17.6,2.4,0.1,1.9,76.7,5.4,14.4,2.3,0.1,1.2,"726,010","508,485","42,805","137,310","22,915",670,"13,825","571,460","423,550","31,390","91,190","17,965",575,"6,790","696,790","502,610","40,570","122,880","16,610",570,"13,550","545,360","418,305","29,365","78,335","12,355",475,"6,525"
Pennsylvania's 8th,PA-08,79.7,5.3,11.5,1.9,0.1,1.5,82.8,5.0,9.3,1.8,0.1,1.0,81.8,5.2,10.0,1.3,0.1,1.6,85.2,4.9,7.6,1.2,0.1,1.0,"694,125","553,425","36,670","79,480","13,195",665,"10,690","556,630","460,795","27,840","51,720","10,270",525,"5,480","671,665","549,620","34,940","67,260","8,650",635,"10,560","536,760","457,115","26,265","41,040","6,480",495,"5,365"
Pennsylvania's 9th,PA-09,88.7,2.5,6.7,1.1,0.1,0.9,90.3,2.5,5.4,1.1,0.1,0.6,89.5,2.4,6.2,0.8,0.1,0.9,91.2,2.4,4.8,0.8,0.1,0.6,"705,270","625,625","17,415","47,140","7,670",750,"6,670","563,885","509,415","13,905","30,305","6,085",710,"3,465","696,580","623,205","16,785","43,360","5,915",725,"6,590","556,075","507,250","13,310","26,965","4,480",685,"3,385"
Pennsylvania's 10th,PA-10,74.8,10.6,8.4,3.7,0.1,2.4,78.3,9.6,6.8,3.7,0.1,1.6,76.8,10.6,7.6,2.5,0.1,2.4,80.6,9.6,5.8,2.2,0.1,1.6,"731,135","547,090","77,280","61,090","27,385",935,"17,355","571,505","447,215","54,995","38,770","20,930",675,"8,920","706,420","542,730","74,875","53,445","17,370",930,"17,070","549,785","443,255","52,815","32,065","12,285",670,"8,695"
Pennsylvania's 11th,PA-11,84.7,3.2,8.6,1.9,0.1,1.5,86.9,3.1,7.2,1.9,0.1,0.9,85.9,3.1,8.1,1.4,0.1,1.5,88.3,2.9,6.5,1.3,0.1,0.9,"732,060","619,930","23,560","62,900","14,085",715,"10,870","561,820","488,035","17,190","40,460","10,700",505,"4,930","718,335","616,720","22,415","57,865","9,995",685,"10,655","549,280","484,895","16,080","35,720","7,265",495,"4,825"
Pennsylvania's 12th,PA-12,92.2,2.2,2.4,1.8,0.2,1.2,92.9,2.1,2.1,1.8,0.2,0.8,93.4,2.1,2.2,0.9,0.1,1.2,94.2,2.1,1.9,0.8,0.2,0.8,"699,355","644,945","15,375","16,860","12,455","1,060","8,660","561,930","521,950","12,055","11,905","10,395",895,"4,730","686,575","641,250","14,705","14,870","6,220","1,000","8,530","550,520","518,680","11,495","10,270","4,595",860,"4,620"
Pennsylvania's 13th,PA-13,91.7,2.7,3.3,0.6,0.1,1.6,93.1,2.6,2.6,0.7,0.1,0.9,92.6,2.6,2.7,0.5,0.1,1.6,94.1,2.6,1.9,0.5,0.1,0.9,"697,485","639,630","18,530","23,055","4,505",695,"11,070","556,930","518,480","14,660","14,420","3,710",535,"5,125","689,305","638,060","17,840","18,355","3,385",680,"10,985","549,555","517,075","14,070","10,190","2,665",520,"5,035"
Pennsylvania's 14th,PA-14,92.8,3.0,1.4,0.9,0.0,1.8,93.9,3.0,1.2,0.8,0.0,1.1,93.2,3.0,1.3,0.7,0.0,1.8,94.3,3.0,1.0,0.6,0.0,1.0,"687,895","638,510","20,740","9,505","6,160",270,"12,710","556,425","522,360","16,770","6,535","4,675",195,"5,890","683,430","636,940","20,355","8,595","4,650",270,"12,620","552,215","520,905","16,395","5,660","3,265",195,"5,795"
Pennsylvania's 15th,PA-15,94.7,1.9,1.5,0.7,0.1,1.0,94.8,2.2,1.4,0.8,0.1,0.8,95.4,1.8,1.3,0.4,0.1,1.0,95.6,2.0,1.2,0.4,0.1,0.7,"680,875","645,105","13,150","10,180","4,855",525,"7,060","552,175","523,650","11,880","7,775","4,225",470,"4,175","675,000","643,750","12,170","8,750","2,880",500,"6,950","546,595","522,340","11,015","6,415","2,315",440,"4,070"
Pennsylvania's 16th,PA-16,89.6,4.5,2.6,1.1,0.1,2.1,91.6,4.1,2.0,1.1,0.1,1.1,90.3,4.4,2.4,0.7,0.1,2.1,92.3,4.0,1.8,0.6,0.1,1.1,"687,940","616,570","30,635","17,555","7,685",950,"14,545","546,185","500,065","22,355","10,875","5,910",750,"6,230","679,300","613,335","29,925","16,015","4,705",945,"14,375","538,955","497,400","21,760","9,525","3,445",745,"6,080"
Pennsylvania's 17th,PA-17,87.3,5.9,1.6,2.9,0.1,2.2,89.2,5.5,1.4,2.6,0.1,1.2,88.6,5.8,1.5,1.8,0.1,2.2,90.7,5.5,1.2,1.4,0.1,1.1,"711,090","621,085","41,785","11,640","20,405",655,"15,520","568,685","507,005","31,425","7,790","15,060",550,"6,855","695,450","616,515","40,610","10,580","12,185",550,"15,010","554,585","502,855","30,310","6,765","7,850",450,"6,355"
Pennsylvania's 18th,PA-18,72.7,17.8,2.5,4.0,0.1,2.9,75.6,16.2,2.2,4.1,0.1,1.8,74.5,18.1,2.2,2.2,0.1,3.0,77.7,16.6,1.9,2.0,0.1,1.8,"696,070","506,020","123,840","17,435","27,615",640,"20,520","572,365","432,845","92,935","12,705","23,200",515,"10,165","671,630","500,220","121,540","14,765","14,445",640,"20,020","550,020","427,510","91,050","10,255","10,980",515,"9,710"
Rhode Island's 1st,RI-01,67.3,8.1,18.1,3.7,0.4,2.4,71.2,7.6,15.4,3.8,0.4,1.6,71.0,7.5,16.0,2.6,0.4,2.4,75.7,6.9,12.7,2.6,0.4,1.7,"533,730","359,395","43,310","96,870","19,545","2,020","12,590","425,875","303,315","32,300","65,500","16,240","1,565","6,955","493,535","350,470","37,155","79,075","12,735","2,020","12,080","389,290","294,800","26,835","49,485","9,970","1,565","6,635"
Rhode Island's 2nd,RI-02,77.9,3.8,12.7,3.4,0.4,1.9,80.9,3.6,10.7,3.2,0.3,1.3,80.6,3.7,10.8,2.6,0.4,1.9,84.0,3.5,8.5,2.3,0.3,1.3,"523,495","407,985","19,935","66,355","17,675","1,845","9,700","424,005","342,820","15,405","45,375","13,690","1,330","5,385","500,965","403,960","18,460","54,315","12,795","1,835","9,600","403,625","339,055","14,070","34,480","9,405","1,320","5,295"
South Carolina's 1st,SC-01,70.5,18.6,6.3,2.0,0.2,2.2,73.3,17.7,5.2,2.1,0.2,1.4,72.0,19.1,4.9,1.5,0.3,2.3,75.2,18.2,3.5,1.5,0.3,1.4,"785,400","553,950","146,270","49,855","15,900","1,930","17,495","615,170","451,175","108,965","32,095","12,745","1,495","8,695","759,645","547,010","145,010","36,915","11,545","1,930","17,235","592,015","444,900","107,910","20,440","8,820","1,495","8,450"
South Carolina's 2nd,SC-02,65.9,23.9,5.7,2.0,0.3,2.2,68.3,23.0,4.9,2.1,0.3,1.4,67.4,24.3,4.3,1.5,0.3,2.2,70.1,23.6,3.1,1.4,0.3,1.5,"714,740","471,060","170,495","41,030","14,625","1,985","15,545","551,275","376,420","127,020","26,755","11,460","1,650","7,970","694,585","468,130","169,100","29,805","10,210","1,985","15,355","533,135","373,740","125,820","16,570","7,560","1,650","7,795"
South Carolina's 3rd,SC-03,73.7,18.2,5.1,1.0,0.2,1.9,75.8,18.0,4.1,1.0,0.2,0.9,75.0,18.6,3.6,0.7,0.2,1.9,77.5,18.4,2.3,0.7,0.2,0.9,"693,350","510,890","125,920","35,575","6,690","1,345","12,930","543,305","412,035","97,755","22,020","5,360","1,055","5,080","677,125","508,045","125,615","24,570","4,710","1,325","12,860","528,840","409,650","97,475","12,210","3,445","1,040","5,020"
South Carolina's 4th,SC-04,68.4,18.4,8.4,2.8,0.2,1.9,70.9,18.0,7.0,2.8,0.2,1.1,70.9,19.2,5.7,2.0,0.2,1.9,74.1,19.0,3.7,1.9,0.2,1.2,"727,300","497,445","133,600","60,845","20,540","1,310","13,560","559,395","396,720","100,775","38,985","15,485","1,180","6,250","692,660","491,375","132,900","39,665","14,000","1,275","13,445","528,430","391,380","100,230","19,575","9,965","1,145","6,135"
South Carolina's 5th,SC-05,65.3,26.4,4.6,1.4,0.4,2.0,67.3,26.0,3.8,1.4,0.4,1.1,66.2,26.9,3.5,1.0,0.4,2.0,68.5,26.5,2.5,0.9,0.4,1.1,"717,410","468,295","189,575","32,645","10,015","2,855","14,025","551,590","371,495","143,220","20,810","7,610","2,250","6,205","702,890","465,065","188,965","24,860","7,210","2,855","13,935","537,980","368,570","142,775","13,255","5,010","2,250","6,120"
South Carolina's 6th,SC-06,35.6,55.9,5.2,1.2,0.3,1.8,38.5,54.2,4.2,1.3,0.3,1.5,36.3,57.3,3.6,0.7,0.3,1.8,39.5,55.7,2.4,0.7,0.3,1.5,"662,640","235,580","370,485","34,340","8,235","1,835","12,165","525,250","202,390","284,685","22,200","6,770","1,550","7,655","643,650","233,590","368,540","23,105","4,690","1,835","11,890","508,215","200,525","283,005","11,990","3,700","1,550","7,445"
South Carolina's 7th,SC-07,64.6,27.9,4.3,1.1,0.5,1.5,67.7,26.3,3.5,1.1,0.5,0.9,65.7,28.4,2.9,0.8,0.5,1.6,69.0,26.9,1.9,0.8,0.5,0.9,"719,975","465,445","200,880","31,170","7,750","3,575","11,155","572,310","387,395","150,770","19,840","6,035","2,955","5,315","702,780","461,980","199,720","20,560","5,855","3,575","11,090","556,735","384,075","149,760","10,355","4,340","2,955","5,250"
South Dakota's At-Large,SD-AL,82.0,2.0,3.8,1.5,8.4,2.3,85.4,1.7,3.0,1.5,6.9,1.5,83.6,1.4,3.2,0.8,8.6,2.3,87.2,1.2,2.3,0.7,7.0,1.5,"870,635","714,100","17,230","33,025","13,005","73,400","19,875","656,525","560,510","11,410","19,775","9,715","45,070","10,045","850,800","711,215","11,975","27,515","7,070","73,365","19,660","639,670","557,940","7,360","14,905","4,585","45,045","9,835"
Tennessee's 1st,TN-01,91.2,2.2,3.8,0.8,0.3,1.6,92.6,2.2,2.9,0.8,0.3,1.1,92.8,2.2,2.6,0.5,0.3,1.6,94.4,2.2,1.5,0.5,0.3,1.1,"716,775","653,875","15,835","27,405","5,970","1,980","11,710","574,330","532,095","12,840","16,620","4,665","1,560","6,550","702,510","651,670","15,225","18,565","3,685","1,980","11,385","561,275","529,990","12,275","8,685","2,540","1,560","6,225"
Tennessee's 2nd,TN-02,85.9,6.1,4.2,1.7,0.2,1.9,87.7,5.8,3.2,1.7,0.2,1.3,87.6,6.1,3.0,1.1,0.2,1.9,89.7,5.8,1.9,1.1,0.2,1.3,"746,435","641,185","45,335","31,215","12,630","1,665","14,405","591,795","519,220","34,035","19,185","10,320","1,425","7,610","727,340","637,255","44,110","21,840","8,355","1,655","14,125","574,740","515,760","33,155","10,730","6,300","1,415","7,380"
Tennessee's 3rd,TN-03,81.8,10.6,4.1,1.4,0.3,1.8,83.6,10.3,3.2,1.4,0.3,1.2,83.2,10.7,3.0,1.0,0.3,1.8,85.2,10.5,1.9,0.9,0.3,1.2,"730,730","598,100","77,430","30,270","10,005","2,050","12,875","577,980","483,355","59,620","18,610","7,875","1,755","6,765","715,170","595,195","76,715","21,580","6,835","2,035","12,810","564,130","480,635","59,040","10,985","5,030","1,740","6,700"
Tennessee's 4th,TN-04,79.7,9.2,6.6,1.8,0.2,2.5,82.0,9.1,5.3,1.8,0.2,1.6,81.8,9.4,4.8,1.3,0.3,2.5,84.5,9.3,3.1,1.2,0.3,1.6,"784,715","625,080","72,285","51,815","14,280","1,920","19,335","601,635","493,300","54,935","31,715","10,760","1,460","9,465","758,885","620,410","71,105","36,385","9,820","1,920","19,245","578,655","489,205","53,870","17,920","6,825","1,460","9,375"
Tennessee's 5th,TN-05,60.0,24.6,9.5,3.4,0.2,2.2,63.9,23.6,7.4,3.4,0.2,1.5,63.3,25.9,6.0,2.1,0.2,2.4,68.0,24.9,3.3,2.0,0.3,1.6,"769,195","461,550","189,445","73,235","26,030","1,655","17,280","605,390","386,555","142,725","44,790","20,480","1,505","9,335","710,465","449,955","184,085","42,970","15,220","1,515","16,720","554,845","377,200","137,920","18,385","11,070","1,390","8,880"
